,Unique Values,Count
2086,Hair locks,1
124,Hair pin,10
3407,"Hair pin, ivory, cobra, uraeus, sun disk",1
481,Hair ring,3
3197,Hairpin,1
4979,"Hammer, bivalve, Hatshepsut",1
534,"Hammer, clam-shaped, Senenmut",3
724,Hand,2
1766,"Hand casting incense , offering pile",1
2130,"Hand, Aten ray",1
4897,"Hand, right",1
2169,"Hand, stela, Horus name of Akhenaten",1
4422,"Hand, tablet or stela",1
3861,Handle,1
4425,"Hands offering, Aten cartouches",1
259,Hanging,6
5090,"Hapy, son of Horus",1
3809,Harpokrates Amulet,1
909,Harpoon point,2
335,Hat,5
5033,Hathor Amulet,1
3830,Hathor emblem from a sistrum,1
1797,"Hathor emblem, Bat",1
4633,"Hathor head from a clapper, musician ""beloved by Mut , Lady of  Isheru""",1
258,Head,6
4858,"Head Fragment, King",1
3788,Head and Upper Torso of a Seated Official,1
3819,Head and chest of a shabti figure,1
563,Head fragment,3
4034,"Head fragment, Apries",1
3400,"Head fragment, Perneb",1
4807,"Head fragment, Ptolemy II",1
4410,"Head fragment, chin",1
3821,Head from a figure of Osiris,1
3810,"Head from an amulet of Harpokrates, child god",1
3826,Head from the figure of an official,1
5072,Head of Akhenaten,1
4404,"Head of Akhenaten , blue crown",1
4388,Head of Akhenaten or Nefertiti,1
4407,"Head of Akhenaten or Nefertiti, ear fragment",1
4405,"Head of Akhenaten or Nefertiti, ear lobe, pierced ear",1
4398,"Head of Akhenaten or Nefertiti, lips",1
4406,"Head of Akhenaten, back pillar, Aten names",1
942,"Head of Akhenaten, blue crown",2
4408,"Head of Akhenaten, blue crown, back pillar, inscribed",1
4396,"Head of Akhenaten, blue crown, sign traces behind neck",1
3996,"Head of Akhenaten, blue crown, traces of sign",1
4246,"Head of Akhenaten, nemes portion",1
3836,Head of Amun with inlaid eyes,1
4186,Head of a Cow Goddess,1
3835,Head of a King with a Nemes Headdress,1
3813,Head of a Male Figure,1
3777,Head of a Man,1
3789,Head of a Man of Nubian Descent,1
3773,Head of a Man with a Shaved Head,1
3807,Head of a Shabti,1
1632,Head of a Woman,1
3852,Head of a figure,1
3772,Head of a figure of Amun-Min,1
3834,Head of a goddess,1
4923,Head of a statue of Arsinoe II,1
4534,Head of a woman,1
1271,"Head,",1
4140,"Head,  woman, from a spoon",1
4129,"Head, Akhenaten",1
3302,"Head, Amenemhat III",1
3728,"Head, Amenemhat IV",1
4168,"Head, Amenhotep I",1
3169,"Head, Amenhotep II",1
886,"Head, Amenhotep III",2
4135,"Head, Amenhotep III, nemes",1
3956,"Head, Amenmesse, Seti II, blue crown",1
3979,"Head, Amun, feather crown",1
3190,"Head, Anukis, goddess",1
2976,"Head, Hathor",1
4974,"Head, Hatshepsut, Double Crown",1
3415,"Head, Hatshepsut, niche, Double Crown",1
5308,"Head, Hatshepsut, sanctuary, White Crown",1
3188,"Head, High Priest of Ptah or Prince",1
5035,"Head, Hippopotamus",1
1634,"Head, Hornefer son of Kalibis",1
3142,"Head, Horus",1
4841,"Head, King Ahmose",1
3984,"Head, King, statuette",1
887,"Head, Official",2
4916,"Head, Osiris, Atef Crown",1
4013,"Head, Priest or Dignitary",1
786,"Head, Ptah",2
5036,"Head, Ptolemy II or III",1
4526,"Head, Ptolemy III",1
4882,"Head, Ptolemy VI Philometor",1
3724,"Head, Senwosret III",1
3168,"Head, Thutmose III",1
4160,"Head, Tutankhamun, god's hand",1
1611,"Head, bearded man",1
3252,"Head, camel",1
3759,"Head, canid, jackal possibly",1
1612,"Head, captive, foreigner, asiatic",1
257,"Head, cat",6
4279,"Head, cow",1
5046,"Head, elephant headdress",1
927,"Head, falcon",2
550,"Head, female",3
3530,"Head, female statue",1
3752,"Head, female statuette, from tomb of Khety",1
2624,"Head, female, partial",1
4768,"Head, girl, swimming, female",1
899,"Head, goddess",2
2849,"Head, goddess Mut, protome",1
4033,"Head, king Amasis, sphinx",1
2874,"Head, king, Greek hair",1
670,"Head, king, nemes",2
2032,"Head, king, queen",1
3150,"Head, male",1
1905,"Head, male priest",1
226,"Head, male statue",6
3078,"Head, male statue, perhaps Babaef",1
493,"Head, man",3
4987,"Head, priest",1
4689,"Head, receptacle",1
3642,"Head, reserve",1
4796,"Head, royal, Hatshepsut",1
3151,"Head, royal, early Ptolemy, possibly from a sphinx",1
4403,"Head, royal, khat headdress",1
3175,"Head, royal, nemes, Mentuhotep III",1
1909,"Head, royal, red crown",1
3282,"Head, sphinx",1
987,"Head, statuette",2
4688,"Head, woman",1
4319,"Head, woman, fragment",1
2870,Headdress attachment,1
1484,"Headdress attachment, Uraeus",1
2300,"Headdress attachment, uraeus",1
1614,"Headdress, feathers and disk, Amun-type",1
2007,"Headdress, sem-priest",1
91,Headrest,13
4707,"Headrest, Khentika",1
4982,"Heart Amulet, Manhata",1
95,Heart Scarab,13
1743,"Heart Scarab, Amenemhat",1
1876,"Heart Scarab, Djedmut",1
4296,"Heart Scarab, Djehutyemheb",1
4779,"Heart Scarab, Gautsoshen",1
3241,"Heart Scarab, Hatnefer",1
4773,"Heart Scarab, Henettawy C",1
4295,"Heart Scarab, Iakaiu, Singer of Amun",1
2078,"Heart Scarab, Ibemnetjer",1
4332,"Heart Scarab, Khay",1
5244,"Heart Scarab, Manuwai",1
5238,"Heart Scarab, Maruta",1
4780,"Heart Scarab, Nesenaset",1
2042,"Heart Scarab, Pakasha",1
2444,"Heart Scarab, Ptahemua, Pashed",1
4828,"Heart Scarab, Ruy",1
1212,"Heart Scarab, Senmes",1
317,"Heart Scarab, uninscribed",5
745,Heart scarab,2
3243,"Heart scarab, Neferkhawet",1
3484,"Heart scarab, human face",1
3341,"Heart scarab, uninscribed",1
2060,Heddle Jack,1
749,Heddle jack,2
3152,"Helmet, ceremonial",1
323,Hexagonal tile,5
2236,"Hieroglyph, inscription",1
4983,Hinged cuff bracelet with name of Thutmose III on the inside,1
2682,Hippopotamus figurine,1
1242,Hoe,1
2069,Hook,1
168,Household ring,8
1353,Human headed amulet,1
1646,Human remains from the coffin of Ahmose,1
2227,"Human remains, arrow",1
2039,"Human remains, partial mandible",1
2027,"Human remains, right femur child",1
2231,"Human remains, skull, arrow",1
2251,"Human remains, skull, bone",1
2029,Human remains: right tibia child,1
1855,"Ibis, wooden base",1
913,Illustrated album leaf or single work,2
266,Illustrated single work,6
3303,Imiut Fetish,1
1649,Implement,1
4831,"Incense burner, chain",1
4114,Ink saucer,1
1264,Ink well in box shape,1
1002,Inkwell,2
236,Inlay,6
2119,Inlay element,1
85,Inlay fragment,15
490,"Inlay fragment, millefiori",3
2506,"Inlay fragment, rekhyt birds",1
2453,"Inlay fragment, rosette",1
2452,"Inlay fragment, rosette row",1
4624,"Inlay fragment, wood",1
2454,"Inlay fragment, zigzag",1
2530,Inlay from coffin,1
521,Inlay from toilet box,3
2449,"Inlay,  floral",1
4608,"Inlay,  hieroglyphs",1
4561,"Inlay, Falcon, Horus",1
4567,"Inlay, Isis",1
4621,"Inlay, Lotus, bud fragments, Amenhotep III, Nebmaatre",1
3193,"Inlay, Nubian head",1
4574,"Inlay, Owl",1
4560,"Inlay, Squatting figure, Anhur",1
2044,"Inlay, Wedjat eye",1
2466,"Inlay, ankh, was",1
2482,"Inlay, ankh, was scepters",1
2448,"Inlay, bars",1
2463,"Inlay, border patterns",1
4512,"Inlay, bust",1
1786,"Inlay, cartouche, Thutmose I",1
46,"Inlay, chevron",28
4558,"Inlay, circular",1
4511,"Inlay, circular floral",1
2798,"Inlay, circular floral, cane",1
2812,"Inlay, eye
,,,,asdfsdf",1
1495,"Inlay, eye, k",1
244,"Inlay, face",6
960,"Inlay, falcon, hieroglyph",2
918,"Inlay, feather pattern",2
4506,"Inlay, female face",1
4509,"Inlay, fish",1
4508,"Inlay, fish fragment",1
1277,"Inlay, fist",1
4507,"Inlay, floral",1
4510,"Inlay, floral square",1
4557,"Inlay, fragment, maenad hair",1
708,"Inlay, from a box",2
2458,"Inlay, frontal bust",1
4575,"Inlay, god on Throne",1
5134,"Inlay, grapes",1
2809,"Inlay, hand",1
2795,"Inlay, head",1
51,"Inlay, hieroglyph",25
2500,"Inlay, hieroglyph, nub sign",1
2091,"Inlay, hieroglyph, papyrus column",1
2082,"Inlay, hieroglyph, seated man",1
1500,"Inlay, hieroglyph, tit, buckle tie sign",1
4681,"Inlay, jackal",1
3553,"Inlay, lion-headed goddess",1
1126,"Inlay, lotus",2
4798,"Inlay, lotus flower",1
824,"Inlay, lotus, lily, blossom",2
828,"Inlay, lotus, lily, bud",2
892,"Inlay, lotus, lily, leaf",2
893,"Inlay, lotus, lily, petals",2
1079,"Inlay, mosaic glass strip",2
2509,"Inlay, naos",1
243,"Inlay, palmette",6
4292,"Inlay, panel decoration, Naos",1
2465,"Inlay, pattern",1
392,"Inlay, profile head",4
1633,"Inlay, quail chick",1
2467,"Inlay, rekhyt",1
454,"Inlay, rosette",3
915,"Inlay, rosette row",2
4605,"Inlay, rosette, row",1
4556,"Inlay, satyr",1
916,"Inlay, spirals",2
483,"Inlay, square, floral design",3
2511,"Inlay, square, sema tawy design",1
2799,"Inlay, stars",1
4604,"Inlay, stripes",1
2481,"Inlay, swallow, hieroglyph, solar symbol",1
2099,"Inlay, wig",1
2076,"Inlay, wig and shoulder of figure",1
4606,"Inlay, wing",1
2455,"Inlays, cane, rosette",1
3938,"Inlays, shrine elements",1
4354,"Inscribed Element, Aten epithets",1
4411,"Inscribed Element, possibly back pillar",1
4412,"Inscribed Element, possibly back pillar, Aten cartouche",1
4440,"Inscribed balustrade or stela element, Aten cartouches",1
4342,"Inscribed corner element, Aten cartouche",1
4444,"Inscribed element, Akhenaten cartouche",1
1001,Inscribed fragment,2
1976,"Inscribed fragment, Akhenaten",1
4443,"Inscribed fragment, Akhenaten and Nefertiti cartouches",1
494,"Inscribed fragment, Aten cartouche",3
4436,"Inscribed fragment, Aten cartouches",1
4209,"Inscribed fragment, Aten cartouches, raised border",1
4435,"Inscribed fragment, from balustrade",1
4360,"Inscribed fragment, pictorial relief , Aten cartouche",1
440,"Inscribed stone, Hatshepsut, Maatkare",4
206,"Inscribed stone, Hatshepsut, Maatkare, hieratic",7
4358,"Inscribed support fragments, Aten cartouches",1
4434,"Inscribed, decorated fragments, Nefertiti name",1
2485,"Insert, man's head",1
1106,"Intaglio, Serapis",2
4665,Isis amulet,1
3781,Isis nursing Horus,1
17,Jar,68
2226,"Jar , Ipy",1
2856,"Jar Fragment, Siptah",1
880,Jar Label,2
4173,"Jar Label, fat",1
1640,"Jar Label, honey",1
4385,Jar Lid,1
203,"Jar Lid, papyrus",7
1203,"Jar and lid, Bes head",1
2992,"Jar and lid, calf",1
2993,"Jar and lid, frog",1
529,Jar fragment,3
1837,"Jar fragment, Ahmose-Nefertari",1
1081,"Jar fragment, Amenhotep I",2
1838,"Jar fragment, Apophis I, Ahmose I",1
2869,"Jar fragment, Apophis I, Herti, Ahmose I",1
2989,"Jar fragment, cartouches",1
261,Jar label,6
586,Jar lid,3
4711,Jar lid fragment,1
512,"Jar lid, Siptah",3
3890,Jar sealing,1
3378,Jar stand,1
5120,"Jar stand, red ware",1
2696,Jar stopper,1
2450,Jar with multiprofile neck,1
1835,"Jar, Ahmose-Nefertari",1
1836,"Jar, Amenhotep I",1
5105,"Jar, Baki, carinated",1
850,"Jar, Black-topped red ware",2
3424,"Jar, Cylindrical, Wavy-handled ware",1
128,"Jar, Decorated ware",10
2595,"Jar, Decorated ware, lugs",1
2596,"Jar, Gooleh",1
970,"Jar, Gooleh ware",2
596,"Jar, Hedgehog",3
1678,"Jar, Ibis mummy",1
5061,"Jar, Merneptah",1
5199,"Jar, Neferkhawet, Ruiu",1
3631,"Jar, Pepi I",1
2586,"Jar, Red polished ware",1
4739,"Jar, Restorer's pot",1
370,"Jar, Rough ware",4
1165,"Jar, Sennefer",1
657,"Jar, Tell el-Yahudiya ware",2
245,"Jar, Wavy-handled",6
780,"Jar, amphora",2
4908,"Jar, amphora, Amenhotep II",1
2098,"Jar, amphoriskos, relief figures, Harpokrates, eagles",1
3746,"Jar, bag shaped",1
296,"Jar, black topped",5
3431,"Jar, black topped red ware",1
2588,"Jar, black ware",1
3358,"Jar, black-topped",1
3362,"Jar, black-topped red ware",1
3374,"Jar, black-topped, red ware, climbing animal",1
3159,"Jar, blue painted",1
662,"Jar, blue painted ware",2
5126,"Jar, blue-painted ware, ankh",1
416,"Jar, blue-painted, Malqata",4
330,"Jar, boats",5
2584,"Jar, boats, decorated ware",1
1069,"Jar, bottle necked",2
3483,"Jar, buff ware, inscribed",1
3749,"Jar, carinated, rope pattern",1
5243,"Jar, cartouches",1
3368,"Jar, climbing animal",1
760,"Jar, cosmetic, Amenemhat",2
5099,"Jar, cosmetic, cylindrical, Rennefer",1
5098,"Jar, cosmetic, open-mouthed, Rennefer",1
2341,"Jar, cylinder",1
166,"Jar, cylindrical",8
2340,"Jar, cylindrical, wavy-handled",1
581,"Jar, decorated ware",3
3371,"Jar, decorated ware,  flamingos",1
1042,"Jar, decorated ware, boats",2
3411,"Jar, decorated ware, boats and figures, falcon lugs",1
3360,"Jar, decorated ware, boats and trees",1
3059,"Jar, decorated ware, boats, humans, ungulates",1
1675,"Jar, decorated ware, spirals",1
719,"Jar, double",2
3383,"Jar, flaring",1
1631,"Jar, flat base",1
619,"Jar, globular",3
2372,"Jar, goat relief",1
2342,"Jar, high-shouldered",1
1685,"Jar, hook handle",1
2312,"Jar, large storage, decorated",1
3399,"Jar, late ware",1
1028,"Jar, lid",2
4620,"Jar, lip fragment",1
1115,"Jar, long-necked",2
766,"Jar, lug handles",2
3636,"Jar, lugs",1
4949,"Jar, magical, Taweret, Ipi",1
971,"Jar, marl, Amenhotep",2
5230,"Jar, marl, white washAmenhotep",1
3947,"Jar, metal",1
2354,"Jar, model",1
5123,"Jar, molded grapes, blue-painted ware, calf",1
5299,"Jar, mud stopper, Amenemhat",1
4793,"Jar, offering scene",1
248,"Jar, oil",6
3511,"Jar, oil, ointment, Hepy",1
283,"Jar, ointment",5
4183,"Jar, ointment, Hatshepsut, Maatkare",1
4182,"Jar, ointment, Hatshepsut, foundation ceremony",1
3486,"Jar, ointment, miniature",1
3748,"Jar, ointment, two handled",1
985,"Jar, open-mouthed",2
4389,"Jar, open-mouthed, Tutankhamun",1
5125,"Jar, open-mouthed, blue-painted ware",1
5124,"Jar, open-mouthed, blue-painted ware",1
4195,"Jar, open-mouthed, blue-painted ware, birds",1
681,"Jar, ovoid",2
289,"Jar, painted",5
3520,"Jar, painted, inscribed",1
3396,"Jar, painted, two handles",1
814,"Jar, piriform",2
5100,"Jar, piriform, Rennefer",1
1722,"Jar, plants",1
2343,"Jar, pointed base",1
3659,"Jar, quadrilingual inscription",1
150,"Jar, red polished ware",9
5122,"Jar, red ware",1
201,"Jar, rough ware",7
4757,"Jar, round bottomed, red ware, two-handled",1
5338,"Jar, saucer, sealed, linen",1
1604,"Jar, sealed",1
4770,"Jar, sealed, Yuya and Tjuyu",1
3633,"Jar, shouldered",1
4954,"Jar, shouldered, Thutmose III",1
3444,"Jar, spherical, Hatshepsut",1
3644,"Jar, squat, two lugs",1
3405,"Jar, stone, flaring",1
5155,"Jar, three-handled",1
815,"Jar, two handled",2
3531,"Jar, two handled, spirals",1
5094,"Jar, two-handled, Ruiu",1
5018,"Jar, upper part",1
1062,"Jar, water",2
5029,"Jar, water, Sithathoryunet",1
1713,"Jar, wavy lines",1
1036,"Jar, wavy-handled",2
3398,"Jar, wavy-handled ware",1
1716,"Jar, wavy-handled, zebra, quagga",1
3372,"Jar, white cross-lined ware, double",1
470,"Jar, wide mouth, Hathor emblem, blue-painted ware",3
3745,"Jar, wide necked",1
4960,"Jar, wide-necked, inscribed for Thutmose III",1
3939,"Jar, wide-necked, krateriskos, inscribed for Thutmose III",1
467,"Jar, wine",3
2528,Javelin head,1
3067,Jewelry element in the shape of a horn,1
4716,Jewelry element in the shape of a star,1
4903,"Jewelry plaque, Aten cartouche",1
1981,"Joint, knee",1
83,Jug,15
2991,"Jug and lid, ox head",1
2271,Jug fragment,1
3919,"Jug, Dolphins",1
5267,"Jug, Menkheperreseneb",1
3505,"Jug, Tell el-Yahudiya ware",1
4874,"Jug, cloth, mud sealing",1
5226,"Jug, decorated, Neferkhawet",1
3251,"Jug, feline-head handle, Atumemtaneb",1
1814,"Jug, handled",1
4953,"Jug, piriform, Thutmose III",1
3294,"Jug, ribbed",1
3747,"Jug, ring base",1
4967,"Jug, rope pattern",1
4830,"Jug, silver, gold",1
3481,"Jug, two handled",1
3933,"Jug, woman's head",1
3934,"Jug, woman, lyre",1
3604,Juglet,1
1517,"Juglet, Cypriot , ring base",1
816,"Juglet, Cypriot, ring based",2
3989,"Juglet, Tell el-Yahudiya",1
1093,"Juglet, Tell el-Yahudiya ware",2
5263,"Juglet, mud sealing",1
973,"Kerchief, Tutankhamun",2
5208,"Kerchief, indigotin",1
144,Key,9
3806,Keystone,1
4452,"Kilt, gathers",1
5260,"Kilt, shawl, loose weave, weaver's mark, rolled hem, selvage, beam end, repairs",1
1049,"Knee  with garment, pleats",2
4233,Knee with male garment,1
4471,"Knee, pleating",1
1045,"Knee, probably male",2
2117,"Knee, royal male kilt",1
186,Knife,8
517,Knife handle,3
384,"Knife, Bifacial Knife",4
4790,"Knife, Fishtail, Bifacial Knife",1
2005,"Knife, Rhomboid, bifacial knife",1
3474,"Knife, bifacial, handle",1
2288,"Knife, fishtail, Bifacial Knife",1
3455,"Knife, ivory handle, ripple-flaked, bifacial knife",1
5296,"Knife, khepesh, Amenemhat",1
4625,"Knife, large",1
1992,"Knife, ripple-flaked, bifacial knife",1
4220,"Knob , Aya",1
1129,Kohl Jar,2
3582,Kohl Jar and Lid,1
5097,"Kohl Jar, Rennefer",1
3392,"Kohl Jar, stopper",1
284,Kohl Stick,5
1746,Kohl Tube,1
4163,Kohl Tube with the names of Amenhotep III and his daughter Sitamun,1
990,"Kohl Tube, Papyrus Column",2
967,"Kohl Tube, double",2
3655,"Kohl Tube, double, Bes-image",1
768,"Kohl Tube, palm column",2
3575,"Kohl Tube, stick",1
4024,"Kohl container, Bes",1
57,Kohl jar,22
908,Kohl jar lid,2
1254,Kohl jar with a separate neck and lid,1
5301,"Kohl jar, Amenemhat",1
1756,"Kohl jar, Amenhotep III, Queen Tiye",1
1778,"Kohl jar, Horus falcon and grotesque figure",1
3652,"Kohl jar, Sithathoryunet",1
4978,"Kohl jar, Thutmose III",1
3651,"Kohl jar, blue marble",1
3649,"Kohl jar, four-legged stand",1
2667,"Kohl jar, lid",1
3650,"Kohl jar, pot, neck, cover",1
1089,"Kohl jar, stick",2
2671,Kohl pot stand,1
2533,"Kohl pot, missing ring and rim",1
135,Kohl stick,10
1525,"Kohl stick, ivory",1
1013,Kohl tube,2
2374,Kohl tube and stick,1
3148,Kohl tube bundle,1
457,Kohl tube fragment,3
5102,"Kohl tube, Baki, five chambers",1
4767,"Kohl tube, Tiye",1
1799,"Kohl tube, double, names of Amenhotep III and Tiye",1
2366,"Kohl tube, incised",1
4850,"Kohl tube, monkey",1
1010,"Kohl tube, papyrus column",2
3943,"Kohl tube, papyrus column, openwork. Hathor, cats, Taweret",1
502,"Kohl tube, stick",3
4589,"Label, bundle of arrows",1
799,Ladle,2
14,Lamp,86
3795,Lamp fragment,1
1262,Lamp wick holder,1
5010,"Lamp, Athena-Neith",1
4788,"Lamp, wick",1
3886,Lamps,1
3656,Large Sealed Storage Jar,1
2692,Leather bundle,1
2694,Leather fragment,1
4256,"Leather fragment, foundation deposit",1
3805,"Left Side of a Statuette, Probably a Nude Male",1
5076,Left ankle,1
4430,"Left arm, Aten cartouche traces",1
