,objectDate,locus,city,objectName,subregion,period,Path,title,dynasty,reign,classification,medium,region
5584,ca. 2750-2649 B.C.,unknown,unknown,"Jar, cylindrical",Saqqara,Early Dynastic Period,547537.json,Cylindrical jar,"Dynasty 2, second half",unknown,unknown,Travertine,Memphite Region
5585,ca. 2750-2649 B.C.,unknown,unknown,"Jar, cylindrical",Saqqara,Early Dynastic Period,547538.json,Cylindrical jar,"Dynasty 2, second half",unknown,unknown,Travertine,Memphite Region
5586,ca. 2750-2649 B.C.,unknown,unknown,"Jar, ovoid",Saqqara,Early Dynastic Period,547540.json,Ovoid jar,"Dynasty 2, second half",unknown,unknown,Travertine,Memphite Region
5587,ca. 2750-2649 B.C.,unknown,unknown,"Jar, globular",Saqqara,Early Dynastic Period,547541.json,Globular jar,"Dynasty 2, second half",unknown,unknown,Magnesite,Memphite Region
5588,ca. 2750-2649 B.C.,unknown,unknown,Bowl,Saqqara,Early Dynastic Period,547542.json,Small rimmed bowl,"Dynasty 2, second half",unknown,unknown,Fossiliferous limestone,Memphite Region
5589,ca. 2750-2649 B.C.,unknown,unknown,"Jar, globular",Saqqara,Early Dynastic Period,547543.json,Globular jar,"Dynasty 2, second half",unknown,unknown,Magnesite,Memphite Region
5590,ca. 2750-2649 B.C.,unknown,unknown,"Table, low",Saqqara,Early Dynastic Period,547545.json,Low table,"Dynasty 2, second half",unknown,unknown,Travertine,Memphite Region
5591,ca. 2750-2649 B.C.,unknown,unknown,"Bowl, rimmed",Saqqara,Early Dynastic Period,547546.json,Large Rimmed Bowl,"Dynasty 2, second half",unknown,unknown,Travertine,Memphite Region
5592,ca. 3100-2649 B.C.,Tomb 2322,unknown,Bowl,Saqqara,Early Dynastic Period,547547.json,Shallow bowl,Dynasty 2,unknown,unknown,Travertine,Memphite Region
5593,ca. 3100-2649 B.C.,Tomb 2322,unknown,Bowl,Saqqara,Early Dynastic Period,547548.json,Shallow bowl,Dynasty 2,unknown,unknown,Travertine,Memphite Region
5594,ca. 1479-1425 B.C.,unknown,unknown,"Libation vessel, Manuwai","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547550.json,Libation Vessel of Manuwai,Dynasty 18,reign of Thutmose III,unknown,Silver,"Upper Egypt, Thebes"
5595,ca. 1479-1425 B.C.,unknown,unknown,"Bottle, lid naming Thutmose III","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547551.json,Bottle and lid naming Thutmose III,Dynasty 18,reign of Thutmose III,unknown,Homogenous travertine,"Upper Egypt, Thebes"
5596,ca. 1479-1425 B.C.,unknown,unknown,Bracelet with small figures of cats,"Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547552.json,Cuff  Bracelets Decorated with Cats,Dynasty 18,reign of Thutmose III,unknown,"Gold, carnelian, lapis-lazuli, turquoise glass","Upper Egypt, Thebes"
5597,ca. 1479-1458 B.C.,unknown,unknown,"Head, Hatshepsut, niche, Double Crown",Deir el-Bahri,New Kingdom,547553.json,Head from an Osiride Statue of Hatshepsut,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Limestone, paint","Upper Egypt, Thebes"
5598,ca. 1279-1213 B.C.,unknown,unknown,"Tile, palace of Ramesses II",Qantir,"New Kingdom, Ramesside",547554.json,Tile from Side of Stairway to Dais,Dynasty 19,reign of Ramesses II,unknown,"Faience, pigment",Eastern Delta
5599,ca. 1981-1550 B.C.,unknown,unknown,"Stela, Isi",unknown,Middle Kingdom-Early New Kingdom,547555.json,Stela of the Overseer of the Treasurers Isi,Dynasty 12-18,unknown,unknown,Limestone,unknown
5600,ca. 2130-1981 B.C.,unknown,unknown,"Writing Board fragment, scribe's",Deir el-Bahri,Middle Kingdom,547557.json,Fragments from a Scribe's Writing Board,Dynasty 11,unknown,unknown,"Sycomore wood, gesso","Upper Egypt, Thebes"
5601,ca. 1961-1917 B.C.,unknown,unknown,"Sealing, letter, Heqanakht, Rahotep",Deir el-Bahri,Middle Kingdom,547558.json,"Sealing, from letter 22.3.518 from Heqanakht to Rahotep",Dynasty 12,reign of Senwosret I,unknown,"Mud, fiber","Upper Egypt, Thebes"
5602,ca. 1961-1954 B.C.,"Tomb of Meseh , burial chamber",unknown,Reference sealing,Deir el-Bahri,Middle Kingdom,547559.json,Reference sealing,Dynasty 12,early reign of Senwosret I,unknown,Mud,"Upper Egypt, Thebes"
5603,ca. 1479-1458 B.C.,Foundation Deposit 1,unknown,"Adze, carpenter, Hatshepsut, Maatkare",Deir el-Bahri,New Kingdom,547562.json,Carpenter's Adze from a Foundation Deposit for Hatshepsut's Temple,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Wood, bronze or copper alloy, leather","Upper Egypt, Thebes"
5604,ca. 1479-1458 B.C.,Foundation Deposit 1,unknown,"Rocker model, Hatshepsut",Deir el-Bahri,New Kingdom,547563.json,Model Stone Rocker from a Foundation Deposit for Hatshepsut's Temple,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Wood, ink","Upper Egypt, Thebes"
5605,ca. 1550-1295 B.C.,Tomb D14 E,unknown,"Bes, statuette",Abydos,New Kingdom,547564.json,Bes-image,Dynasty 18,unknown,unknown,"Faience, paste inlay",Northern Upper Egypt
5606,ca. 1479-1425 B.C.,unknown,unknown,"Canopic Jar, Manuwai","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547565.json,Canopic Jar of Manuwai,Dynasty 18,reign of Thutmose III,unknown,"Limestone, blue paste","Upper Egypt, Thebes"
5607,ca. 1492-1473 B.C.,unknown,unknown,"Jar, spherical, Hatshepsut","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547566.json,Spherical Jar Inscribed with Hatshepsut's Titles as Queen,"Dynasty 18, early",reign of Thutmose II to Year 7 of Thutmose III,unknown,Travertine,"Upper Egypt, Thebes"
5608,ca. 1479-1425 B.C.,unknown,unknown,"Jar, piriform","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547567.json,Piriform Stone Jar,Dynasty 18,reign of Thutmose III,unknown,Serpentinite,"Upper Egypt, Thebes"
5609,ca. 1479-1425 B.C.,unknown,unknown,"Jar, amphora","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547568.json,Amphora of Canaanite shape,Dynasty 18,reign of Thutmose III,unknown,Travertine,"Upper Egypt, Thebes"
5610,ca. 1479-1458 B.C.,Hathor shrine rubbish heaps,unknown,"Bowl, Nun, marsh",Deir el-Bahri,New Kingdom,547570.json,Marsh Bowl,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Faience, paint","Upper Egypt, Thebes"
5611,ca. 1580-1479 B.C.,unknown,unknown,Knife handle,"Southern Asasif, unfinished temple area",Second Intermediate Period-Early New Kingdom,547571.json,Dagger handle,Dynasty 17-18,unknown,unknown,Wood,"Upper Egypt, Thebes"
5612,ca. 1479-1458 B.C.,Foundation Deposit 2b,unknown,Sieve model,Deir el-Bahri,New Kingdom,547572.json,Model Seive from a Foundation Deposit for Hatshepsut's Temple,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Rush,"Upper Egypt, Thebes"
5613,ca. 1479-1458 B.C.,Foundation Deposit 2b,unknown,"Mallet, surveyor, Hatshepsut",Deir el-Bahri,New Kingdom,547573.json,"Surveyor's Mallet From Foundation Deposit B, Hatshepsut's Temple",Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Wood,"Upper Egypt, Thebes"
5614,ca. 1479-1458 B.C.,Foundation Deposit 2b,unknown,"Chisel, carpenter, Hatshepsut, Maatkare",Deir el-Bahri,New Kingdom,547574.json,Carpenter's Chisel from a Foundation Deposit for Hatshepsut's Temple,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Wood, bronze or copper alloy","Upper Egypt, Thebes"
5615,ca. 1479-1458 B.C.,Foundation Deposit 2b,unknown,Chisel,Deir el-Bahri,New Kingdom,547575.json,Carpenter's Chisel from a Foundation Deposit for Hatshepsut's Temple,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Wood, Copper alloy","Upper Egypt, Thebes"
5616,ca. 1479-1458 B.C.,Foundation Deposit 2b,unknown,Brick mold,Deir el-Bahri,New Kingdom,547576.json,Brick Mold from a Foundation Deposit for Hatshepsut's Temple,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Wood,"Upper Egypt, Thebes"
5617,ca. 1479-1458 B.C.,huts between temple causeways,unknown,"Whip handle, Nebiry",Deir el-Bahri,New Kingdom,547577.json,Whip handle of Nebiry,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Wood, paint","Upper Egypt, Thebes"
5618,ca. 1479-1458 B.C.,unknown,unknown,"Stela, shrine, Hathor cows",Deir el-Bahri,New Kingdom,547578.json,Votive Stela with Three Hathor Cows,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Limestone,"Upper Egypt, Thebes"
5619,ca. 1479-1458 B.C.,Debris from the Hathor shrine,unknown,"Votive, plaque, cow",Deir el-Bahri,New Kingdom,547579.json,Cow plaque,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Bronze,"Upper Egypt, Thebes"
5620,ca. 1479-1458 B.C.,unknown,unknown,"Statue base, Hatshepsut",Deir el-Bahri,New Kingdom,547580.json,Hatshepsut statue base,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Limestone,"Upper Egypt, Thebes"
5621,ca. 1479-1458 B.C.,Hathor shrines,unknown,"Scarab, Maatkare",Deir el-Bahri,New Kingdom,547581.json,Scarab with Maatkare on base,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Steatite, blue glazed","Upper Egypt, Thebes"
5622,ca. 1479-1458 B.C.,unknown,unknown,"Seal, Hathor, inscribed to Amenhotep I",Deir el-Bahri,New Kingdom,547582.json,Hathor emblem seal inscribed to Amenhotep I,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Steatite, green glazed","Upper Egypt, Thebes"
5623,ca. 1479-1458 B.C.,Hathor shrines,unknown,"Bead plaque, Amenhotep I",Deir el-Bahri,New Kingdom,547583.json,Plaque Bead with name of Amenhotep I,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Glazed steatite,"Upper Egypt, Thebes"
5624,ca. 1479-1458 B.C.,Hathor shrines,unknown,"Ring, cowroid",Deir el-Bahri,New Kingdom,547584.json,Cowroid ring,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Glazed steatite, linen string","Upper Egypt, Thebes"
5625,ca. 1479-1458 B.C.,Hathor shrines,unknown,"Amulet, duck",Deir el-Bahri,New Kingdom,547585.json,Duck Design-amulet,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Glazed steatite, linen string","Upper Egypt, Thebes"
5626,ca. 1479-1458 B.C.,Foundation Deposit 3,unknown,Mat,Deir el-Bahri,New Kingdom,547586.json,Grass mat,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Reed,"Upper Egypt, Thebes"
5627,ca. 1479-1458 B.C.,Foundation Deposit 3,unknown,"Saw, carpenter, Hatshepsut",Deir el-Bahri,New Kingdom,547588.json,"Saw From a Foundation Deposit, Hatshepsut's Temple",Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Wood, bronze or copper alloy","Upper Egypt, Thebes"
5628,ca. 1479-1458 B.C.,"Foundation Deposit 3, 4, 5",unknown,Ax,Deir el-Bahri,New Kingdom,547589.json,"Ax From a Foundation Deposit, Hatshepsut's Temple",Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Wood , Bronze or copper alloy","Upper Egypt, Thebes"
5629,ca. 1550-1479 B.C.,Burial 59 D,unknown,"Amulet, Queen Ahmose Nefertari, Fish",Asasif,New Kingdom,547590.json,Fish Design Amulet Inscribed with the cartouche of Queen Ahmose Nefertari,"Dynasty 18, early",reign of Ahmose I-Thutmose II,unknown,Steatite,"Upper Egypt, Thebes"
5630,ca. 1525-1504 B.C.,"burial 16, inside large round basket",unknown,"Scarab, Amenhotep I",Asasif,New Kingdom,547591.json,Scarab Inscribed With The Titulary of Amenhotep I,"Dynasty 18, early",reign of Amenhotep I,unknown,Jasper,"Upper Egypt, Thebes"
5631,ca. 1492-1479 B.C.,Burial 59 D,unknown,"Scarab, Aakheperenre",Asasif,New Kingdom,547592.json,Scarab Inscribed With the Name Aakheperenre,Dynasty 18,reign of Thutmose II,unknown,Glazed steatite,"Upper Egypt, Thebes"
5632,ca. 1550-1458 B.C.,unknown,unknown,"Scarab, Private Name",Asasif,New Kingdom,547593.json,Scarab Inscribed With a Private Name,"Dynasty 18, early",unknown,unknown,Red jasper or carnelian,"Upper Egypt, Thebes"
5633,ca. 1550-1458 B.C.,unknown,unknown,"Scarab, Lion-headed sphinx",Asasif,New Kingdom,547594.json,Scarab Inscribed With a Protective Motif,"Dynasty 18, early",reign of Ahmose-Joint reign,unknown,Glazed steatite,"Upper Egypt, Thebes"
5634,ca. 1479-1458 B.C.,Burial 74,unknown,"Scarab, Amun-Re",Asasif,New Kingdom,547595.json,Scarab Inscribed With the Name of Amun-Re,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Blue glazed steatite,"Upper Egypt, Thebes"
5635,ca. 1479-1458 B.C.,"Pit D, Burial 52",unknown,"Scarab, Tilapia Fish",Asasif,New Kingdom,547596.json,Scarab with Tilapia Fish,"Dynasty 18, early",Joint reign of Hatshepsut and Thutmose III,unknown,Jasper,"Upper Egypt, Thebes"
5636,ca. 1786-1482 B.C.,Burial 59,unknown,"Scarab, rearing ibex",Asasif,Second Intermediate Period-Early New Kingdom,547597.json,Scarab depicting a rearing ibex,Dynasty 17-18,unknown,unknown,Green glazed steatite,"Upper Egypt, Thebes"
5637,ca. 1786-1482 B.C.,Burial 59D,unknown,"Scarab, griffin",Asasif,Second Intermediate Period-Early New Kingdom,547598.json,Scarab depicting a griffin,Dynasty 17-18,unknown,unknown,Green paste,"Upper Egypt, Thebes"
5638,ca. 1550-1479 B.C.,burial 24,unknown,"Scarab, Setting, winged scarab",Asasif,New Kingdom,547599.json,Scarab,"Dynasty 18, early",reign of Ahmose I-Thutmose II,unknown,"Egyptian blue, gold","Upper Egypt, Thebes"
5639,ca. 1550-1425 B.C.,unknown,unknown,"Amulet, fly",Asasif,Second Intermediate Period-Early New Kingdom,547600.json,Design Amulet in the Shape of a Fly,Dynasty 13-18,unknown,unknown,Steatite,"Upper Egypt, Thebes"
5640,ca. 1479-1458 B.C.,unknown,unknown,"Ring, scarab, Hatshepsut, Thutmose III","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547602.json,Scarab Finger Ring with the Names of Thutmose III and Hatshepsut,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Gold, lapis lazuli","Upper Egypt, Thebes"
5641,ca. 1479-1458 B.C.,"burial 21, third finger of man's left hand",unknown,"Ring, scarab, Hatshepsut, God's Wife",Asasif,New Kingdom,547603.json,"Scarab Finger Ring Inscribed ""God's Wife Hatshepsut""",Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Steatite , silver","Upper Egypt, Thebes"
5642,ca. 1550-1425 B.C.,unknown,unknown,"Ring, design amulet, feline head",Asasif,New Kingdom,547604.json,Ring with a Feline's Head,Dynasty 18,reign of Ahmose-Thutmose III,unknown,"Steatite , copper
Green glazed steatite lion head seal, mounted on copper wire ring","Upper Egypt, Thebes"
5643,ca. 1550-1458 B.C.,"burial 16, inside large round basket",unknown,"Mirror, papyrus handle",Asasif,New Kingdom,547605.json,Mirror,"Dynasty 18, early",reign of Ahmose-Joint reign,unknown,Bronze or copper alloy,"Upper Egypt, Thebes"
5644,ca. 1550-1458 B.C.,"burial 16, inside oval basket",unknown,"Razor-knife, dega",Asasif,New Kingdom,547606.json,Razor,"Dynasty 18, early",reign of Ahmose-Joint reign,unknown,Copper alloy,"Upper Egypt, Thebes"
5645,ca. 1550-1458 B.C.,"burial 16, inside oval basket",unknown,Tweezers,Asasif,New Kingdom,547607.json,Tweezers,"Dynasty 18, early",reign of Ahmose-Joint reign,unknown,Copper alloy,"Upper Egypt, Thebes"
5646,ca. 1550-1458 B.C.,"burial 16, inside oval basket",unknown,Whetstone,Asasif,New Kingdom,547608.json,Whetstone,"Dynasty 18, early",reign of Ahmose-Joint reign,unknown,Fine-grained quartzite,"Upper Egypt, Thebes"
5647,ca. 1550-1458 B.C.,Burial 12,unknown,"Bowl, Nun, pool, lotus",Asasif,Early New Kingdom,547609.json,Marsh Bowl,early Dynasty 18,reign of Ahmose-Joint reign,unknown,Faience,"Upper Egypt, Thebes"
5648,ca. 1550-1425 B.C.,Burial 78,unknown,"Bead, cowroid",Asasif,New Kingdom,547610.json,Cowroid bead,"Dynasty 18, early",reign of Ahmose-Thutmose III,unknown,"Travertine , silver","Upper Egypt, Thebes"
5649,ca. 1550-1425 B.C.,Burial 78,unknown,"Bead, cowroid",Asasif,New Kingdom,547611.json,Cowroid bead,"Dynasty 18, early",reign of Ahmose-Thutmose III,unknown,"Glass, gold","Upper Egypt, Thebes"
5650,ca. 1550-1425 B.C.,Burial 78,unknown,"Bead, cowroid",Asasif,New Kingdom,547612.json,Cowroid bead,"Dynasty 18, early",reign of Ahmose-Thutmose III,unknown,"Lapis lazuli, gold","Upper Egypt, Thebes"
5651,ca. 1550-1425 B.C.,unknown,unknown,"Earring, penannular, ribbed",Asasif,New Kingdom,547613.json,Ribbed Penannular Earring,Dynasty 18,reign of Ahmose-Thutmose III,unknown,Gold,"Upper Egypt, Thebes"
5652,ca. 1991-1450 B.C.,unknown,unknown,"Earring, penannular",Asasif,Second Intermediate Period-Early New Kingdom,547614.json,Ribbed Penannular Earring,Dynasty 17-18,unknown,unknown,Gold,"Upper Egypt, Thebes"
5653,ca. 1550-1425 B.C.,unknown,unknown,"Earring, penannular, beaded",Dra Abu el-Naga,New Kingdom,547615.json,Beaded Penannular Earring,Dynasty 18,reign of Ahmose-Thutmose III,unknown,"Gold, lapis-lazuli","Upper Egypt, Thebes"
5654,ca. 1991-1450 B.C.,unknown,unknown,"Earring, penannular, beaded",Dra Abu el-Naga,New Kingdom,547616.json,Beaded Penannular Earring,Dynasty 18,unknown,unknown,"Gold, lapis-lazuli","Upper Egypt, Thebes"
5655,ca. 1550-1425 B.C.,unknown,unknown,"Necklace, beads, amulets, feline heads",Dra Abu el-Naga,New Kingdom,547617.json,String of Beads with Feline-head Amulets,Dynasty 18,reign of Ahmose-Thutmose III,unknown,"Gold, Egyptian blue","Upper Egypt, Thebes"
5656,ca. 1550-1425 B.C.,Burial 13,unknown,"Necklace, beads, melon","Asasif, Birabi",New Kingdom,547618.json,Melon Bead Necklace,Dynasty 18,reign of Ahmose-Thutmose III,unknown,Faience,"Upper Egypt, Thebes"
5657,ca. 1504-1425 B.C.,burial 31,unknown,"Necklace, scaraboids",Asasif,New Kingdom,547619.json,String of Scaraboids,Dynasty 18,reign of Thutmose I-Thutmose III,unknown,Faience,"Upper Egypt, Thebes"
5658,ca. 1991-1450 B.C.,unknown,unknown,"Necklace, Bes amulets",Asasif,Second Intermediate Period-Early New Kingdom,547620.json,Necklace with Bes amulets,unknown,unknown,unknown,"Yellow, green and blue faience","Upper Egypt, Thebes"
5659,ca. 1550-1425 B.C.,Burial 53,unknown,"Necklace, beads, amulets",Asasif,New Kingdom,547621.json,Necklace with disc beads and amulets,Dynasty 18,reign of Ahmose-Thutmose III,unknown,"Carnelian, gold, silver, faience, glass, yellow stone, tin","Upper Egypt, Thebes"
5660,ca. 1550-1425 B.C.,Burial 78,unknown,"Necklace, ball beads, amulets",Asasif,New Kingdom,547622.json,Necklace of ball beads and gold amulets,Dynasty 18,reign of Ahmose-Thutmose III,unknown,"Gold over pitch, carnelian, lapis lazuli
Carnelian
Lapis-lazuli","Upper Egypt, Thebes"
5661,ca. 1550-1425 B.C.,Burial 78,unknown,Girdle,Asasif,New Kingdom,547623.json,Girdle of disc and ball beads,Dynasty 18,unknown,unknown,"Travertine , carnelian","Upper Egypt, Thebes"
5662,ca. 1550-1458 B.C.,"burial 16, inside oval basket",unknown,"Kohl tube, stick",Asasif,New Kingdom,547624.json,Kohl tube and stick,"Dynasty 18, early",reign of Ahmose-Joint reign,unknown,"Wood, ebony, ivory, copper","Upper Egypt, Thebes"
5663,ca. 1479-1458 B.C.,unknown,unknown,"Game Piece , leopard head with name of Hatshepsut",unknown,New Kingdom,547625.json,Head of a Leopard with the Name of Hatshepsut,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Red jasper,"Upper Egypt, Thebes"
5664,ca. 1479-1425 B.C.,unknown,unknown,"Jar, shouldered, Thutmose III","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547629.json,Inscribed shoulder jar with cartouche of Thutmose III,Dynasty 18,reign of Thutmose III,unknown,"Crystalline travertine jar, limestone lid","Upper Egypt, Thebes"
5665,ca. 1479-1425 B.C.,unknown,unknown,"Jug, piriform, Thutmose III","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547630.json,Piriform jug with cartouche of Thutmose III,Dynasty 18,reign of Thutmose III,unknown,Serpentinite,"Upper Egypt, Thebes"
5666,ca. 1479-1425 B.C.,unknown,unknown,"Jug, rope pattern","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547631.json,Jug with rope pattern,Dynasty 18,reign of Thutmose III,unknown,Crystalline and banded travertine,"Upper Egypt, Thebes"
5667,ca. 1479-1425 B.C.,unknown,unknown,"Jar, wide-necked, inscribed for Thutmose III","Wadi Gabbanat el-Qurud, Wadi D",New Kingdom,547632.json,Wide-necked jar and lid naming Thutmose III,Dynasty 18,reign of Thutmose III,unknown,"Anhydrite, gold","Upper Egypt, Thebes"
